"Story","Title","Result","Date","Stability","Duration (s)"
"Adding phone product to cart","In Demoblaze application adding PHONE product to CART","ERROR","2023-10-11T14:40:33.946+05:30[Asia/Calcutta]","0.0","0.25"
"Adding phone product to cart","In Demoblaze application operations which are performed after adding PHONE to cart","ERROR","2023-10-11T14:40:34.516+05:30[Asia/Calcutta]","0.0","0.0"
